                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.2456,                0.69426,                 1.0164,                 0.0616,                0.82691,                0.69183,                0.41656,                 1.2076,                0.64882,                0.98783,               0.070007,              0.0033326,              0.0033326
                      0,                 1.4032,                 1.1036,               0.070007,              0.0033326,              0.0033326
                      0,                 1.0373,                 1.0372,               0.070007,              0.0033326,              0.0033326
                      1,                 1.2432,                0.69581,                 1.0162,                0.05702,                0.82618,                0.69225,                0.41784,                  1.202,                 0.6441,                 0.9875,               0.039347,               0.006006,               0.006006
                      1,                 1.4078,                 1.1058,               0.039347,               0.006006,               0.006006
                      1,                 1.0363,                 1.0373,               0.039347,               0.006006,               0.006006
                      2,                 1.2605,                0.71582,                 1.0237,                0.06174,                0.82424,                0.69123,                0.41676,                 1.2055,                0.64442,                0.99206,               0.008027,              0.0080194,              0.0080194
                      2,                 1.4168,                 1.1119,               0.008027,              0.0080194,              0.0080194
                      2,                 1.0391,                 1.0408,               0.008027,              0.0080194,              0.0080194
                      3,                 1.2706,                0.72661,                 1.0285,                0.06204,                0.82337,                0.69248,                0.41906,                 1.2001,                0.63897,                0.98871,                0.00703,                0.00703,                0.00703
                      3,                 1.4192,                 1.1134,                0.00703,                0.00703,                0.00703
                      3,                 1.0395,                 1.0411,                0.00703,                0.00703,                0.00703
                      4,                 1.2685,                0.72553,                 1.0279,                0.06457,                0.82609,                0.69582,                0.42196,                 1.1927,                0.63354,                0.98652,                0.00703,                0.00703,                0.00703
                      4,                 1.4177,                 1.1119,                0.00703,                0.00703,                0.00703
                      4,                 1.0388,                 1.0403,                0.00703,                0.00703,                0.00703
                      5,                 1.2554,                0.71375,                 1.0228,                0.06666,                0.82836,                0.70116,                0.42608,                 1.1846,                 0.6247,                0.98284,                0.00604,                0.00604,                0.00604
                      5,                 1.4149,                 1.1094,                0.00604,                0.00604,                0.00604
                      5,                 1.0378,                 1.0391,                0.00604,                0.00604,                0.00604
                      6,                 1.2453,                0.70307,                 1.0186,                0.06702,                0.82877,                0.70391,                0.42816,                 1.1815,                 0.6194,                0.98099,                0.00505,                0.00505,                0.00505
                      6,                 1.4092,                 1.1052,                0.00505,                0.00505,                0.00505
                      6,                 1.0363,                 1.0371,                0.00505,                0.00505,                0.00505
                      7,                 1.2328,                0.69207,                 1.0132,                0.06812,                0.83004,                0.70571,                0.43039,                 1.1764,                0.61563,                0.97789,                0.00406,                0.00406,                0.00406
                      7,                  1.407,                 1.1031,                0.00406,                0.00406,                0.00406
                      7,                 1.0355,                 1.0357,                0.00406,                0.00406,                0.00406
                      8,                 1.2213,                0.67992,                 1.0086,                0.06926,                 0.8322,                0.70858,                0.43229,                  1.173,                0.61197,                  0.976,                0.00307,                0.00307,                0.00307
                      8,                 1.4026,                 1.0996,                0.00307,                0.00307,                0.00307
                      8,                 1.0341,                 1.0338,                0.00307,                0.00307,                0.00307
                      9,                  1.209,                0.66859,                 1.0032,                0.06971,                 0.8329,                0.71019,                0.43385,                 1.1699,                0.60962,                0.97421,                0.00208,                0.00208,                0.00208
                      9,                 1.3989,                 1.0966,                0.00208,                0.00208,                0.00208
                      9,                 1.0326,                  1.032,                0.00208,                0.00208,                0.00208
